,index,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
3147,4027.0,Team Kaylie,SHOW,A wealthy teenager tries to prove herself after she's forced outside of her comfort zone.,2015,TV-PG,30,tt9717424,4,333
3150,2642.0,Sin_informacion,SHOW,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",2017,TV-MA,36,tt6125832,7,647
3154,1011.0,Queen,MOVIE,Sin_informacion,2014,PG-13,146,tt3322420,8,64805
3157,4597.0,Robin Robin,MOVIE,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,2021,G,30,tt11332850,6,1533
3158,3165.0,We Summon the Darkness,MOVIE,Three best friends attending a heavy-metal show cross paths with sadistic killers after they travel to a secluded country home for an after party.,2020,R,91,tt8058874,6,10056
3161,1515.0,Rainbow Ruby,SHOW,"Rainbow Ruby is the story of a spunky, resourceful little girl who magically transports to Rainbow Village, a whimsical land inhabited by her toys, and transforms into different jobs to help save the day! This CGI-animated preschool series takes the childhood fantasy of dolls come to life, and mixes in an aspirational heroine who proves that you can be anything you want to be!",2016,TV-Y,11,tt5828144,6,77
3163,1350.0,Simon,SHOW,"Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,TV-Y,5,tt7699866,7,127
3165,2002.0,Midnight Sun,MOVIE,"MIDNIGHT SUN is a romantic tearjerker about 17-year-old Katie Price (Bella Thorne), sheltered at home since childhood with a rare genetic condition, a life-threatening sensitivity to sunlight. Having only her father Jack (Rob Riggle) for company, Katie's world opens up after dark when she ventures outside to play her guitar. One night, her dreams come true when sheâ€™s noticed and asked out by her longtime crush Charlie (Patrick Schwarzenegger), whom sheâ€™s secretly watched from her bedroom window for years. As they embark on nightly summer excursions, Katieâ€™s risk to sunlight grows and sheâ€™s presented with the gut-wrenching dilemma of whether she can live a normal life with her newfound soul mate.",2018,PG-13,91,tt4799078,6,29565
3166,1621.0,Chasing Cameron,SHOW,"The series stars Dallas and his famous friends embarking on a new tour of Magcon around Europe. Aaron Carpenter, Taylor Caniff, Blake Gray, Trey Schafer and Willie Jones are also starring in the series.",2016,TV-PG,28,tt6370626,3,501
3167,1754.0,Workin' Moms,SHOW,"Four women juggle love, careers, and parenthood. They support, challenge, and try not to judge each other as life throws them curveballs. Whether it is an identity crisis, a huge job opportunity, postpartum depression, or an unplanned pregnancy â€“ they face both the good and bad with grace and humour.",2017,TV-MA,22,tt6143796,7,23794
3172,4627.0,Standing Up,SHOW,"From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",2022,TV-MA,46,tt18260550,6,133
3177,1736.0,Sin_informacion,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018,TV-MA,48,tt7134908,7,73062
3178,66.0,Sam Kinison: Breaking the Rules,MOVIE,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",1987,R,50,tt0307403,7,23794
3179,804.0,Katt Williams: Kattpacalypse,MOVIE,"Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama. Katt Williams has been the best selling urban comic in the last 10 years and proved to have explosive sales across all platforms from DVD to tours.",2012,R,79,Sin_informacion,5,635
3181,2632.6921658986175,Magic for Humans Spain,SHOW,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",2021,TV-MA,23,tt14136320,6,77
3182,1669.0,Sin_informacion,MOVIE,"Kahraman is a naive and right-minded guy. In a lovely Anatolian town, he earns a living as an attendant in a Turkish bath inherited from his great grandfathers. One day, a wealthy constructor named Tuncay wants to demolish the bath and the marketplace it is located in, and build a mall in their place. Barber Cemil, Kahraman's enemy, convinces the craftsmen in the marketplace and collaborates with Tuncay to start the demolishment immediately. Kahraman does not want the marketplace he was born into to be demolished and he does not believe in the empty promises of Tuncay.",2015,PG,97,tt4324242,5,1891
3185,1823.0,Everything Sucks!,SHOW,"It's 1996 in a town called Boring, Oregon, where high school misfits in the AV and drama clubs brave the ups and downs of teenage emotions in the VHS era.",2018,TV-14,24,tt7078710,7,23794
3187,2581.0,Samantha!,SHOW,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",2018,TV-MA,28,tt6626676,6,513
3188,4602.0,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,2021,TV-MA,55,tt13840586,5,16799
3189,3248.0,The Ripper,Sin_informacion,"For five years, from 1975 to 1980, the Yorkshire Ripper murders cast a dark shadow over the lives of women in the North of England. 13 women were dead and the police seemed incapable of catching the killer. No one felt safe â€“ and every man was a suspect.",2020,TV-MA,49,tt13492374,7,9228
3192,452.0,Accident,MOVIE,"A self-styled accident choreographer, the Brain is a professional hitman who kills his victims by trapping them in well crafted accidents that look like unfortunate mishaps. When the team's next assignment goes disastrously wrong, Brain begins to suspect that someone else has planned an â€˜accidentâ€™ on them.",2009,R,89,tt1202514,6,3284
3193,468.0,Naruto Shippuden the Movie: The Will of Fire,MOVIE,"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",2009,PG-13,95,tt1481363,7,3626
3196,2704.0,Love Jacked,MOVIE,"Maya, a headstrong 28-year-old with artistic ambitions â€“ a strong contrast to what her father Ed wants: a dutiful daughter to run the family store. Ed is shocked when Maya takes her assertions of independence a step further and decides to travel to Africa for inspiration and returns with a fiancÃ© who is not quite what he seems.",2018,PG-13,100,tt4329242,5,2142
3198,881.0,Sin_informacion,MOVIE,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,2013,PG-13,106,tt2226417,6,167549
3207,2920.0,Coco y Raulito: Carrusel de ternura,MOVIE,"A study in contrasts, comedy partners and good friends Coco Celis and RaÃºl Meneses alternate separate stand-up sets for double the laughs.",2018,PG-13,56,tt7607498,6,23794
3208,2632.6921658986175,Rust Creek,MOVIE,"When an overachieving college senior makes a wrong turn, her road trip becomes a life-changing fight for survival in rural Kentucky.",2019,R,108,tt6610158,5,11136
3210,4768.0,Tear Along the Dotted Line,SHOW,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,2021,TV-14,19,tt15614372,6,7595
3213,4513.0,The Chestnut Man,Sin_informacion,"At a grisly murder scene sits a figurine made of chestnuts. From this creepy clue, two detectives hunt a killer linked to a politician's missing child.",2021,TV-MA,55,tt10834220,6,41253
3216,925.0,Velvet,SHOW,"In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",2014,TV-14,57,tt2955402,8,6018
3217,4658.0,Crime Scene: The Times Square Killer,SHOW,"In 1970s NYC, the â€œTorso Killerâ€ preys on women to fulfill his grotesque fantasies while eluding police. A docuseries dive into crimeâ€™s darkest places.",2021,TV-MA,49,tt16027926,6,3355
3223,1238.0,Sin_informacion,MOVIE,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",2015,PG-13,123,tt4669986,7,34139
3226,704.0,TIGER & BUNNY,Sin_informacion,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",2011,TV-14,26,tt2061527,7,998
3233,3106.0,To the Lake,SHOW,A terrible plague strikes and a group decides to risk their lives. Humanity struggles to survive as they face the end of their civilization.,2019,TV-MA,79,tt9151230,7,12456
3235,914.0,Shtisel,SHOW,Sin_informacion,2013,TV-14,48,tt3069894,8,6958
3238,4662.0,High-Rise Invasion,SHOW,"High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.",2021,TV-MA,25,tt13357164,6,2575
3240,2632.6921658986175,Heavy,MOVIE,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",1995,R,79,tt0113280,6,4921
3241,132.0,Sin_informacion,MOVIE,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",2000,R,165,tt0187393,7,270231
3242,4804.0,Back to 15,SHOW,"Unhappy at work and in her personal life, Anita discovers a way to travel back to age 15. What will she change in her past? Starring Maisa.",2022,TV-14,39,Sin_informacion,6,574
3243,271.0,Sherlock Holmes,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,tt0988045,7,620154
3244,1181.0,Bloodline,SHOW,"A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.",2015,TV-MA,57,tt0219432,7,50028
3246,50.0,A Nightmare on Elm Street,Sin_informacion,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91,tt0087800,7,230543
3251,3239.0,Toy Boy,SHOW,"After seven years in a MÃ¡laga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",2015,TV-MA,79,tt8693266,6,7371
3254,429.0,And Then Came Lola,MOVIE,"A talented, but distracted photographer, Lola, on the verge of success in both love and work, could lose it all if she doesn't make it to a crucial meeting on time. But, as usual, Lola is late. With her job and girlfriend on the line, she has three chances to make it right. In a desperate race through the streets and back rooms of San Francisco, time grows short-will Lola make it? Will she come at all? With a pop sensibility that mixes live action, animation and still photography, And Then Came Lola explores love's age old question in a fresh new way, ""If you try, try again, will you finally get it right?"" (Written by M. Siler and E. Seidler)",2015,PG,71,tt1123894,3,1683
3255,1304.0,Flaked,SHOW,"In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",2016,TV-MA,32,tt4973548,7,11264
3256,4421.0,Pieces of Her,SHOW,An act of violence rocks a sleepy Georgia town as well as the bond between a mother and her daughter.,2022,TV-MA,79,tt9170236,6,11322
3257,2153.0,The Velvet Collection,SHOW,"It is the year 1967. After five happy years of marriage in New York with Alberto and their young son, Anna Ribera returns to Spain to take her project Velvet to the next level. She and Alberto had been managing all things Velvet from across the ocean and, together with their best friends and partners, had made a name for Velvet as the number one address in the world of fashion and innovation. Now they decide to take the next step and turn their reputation into a franchise, first at home, then abroad. The first step is opening shop in the other great Spanish city, Barcelona, on its world famous promenade, the Passeig de Gracia. There, the second Velvet Fashion Store is about to open its gates, managed by Ana's good friend Clara who had made it up the career ladder from seamstress to directorial assistant in the Madrid Velvet years.",2017,TV-14,57,Sin_informacion,7,1376
3259,4981.0,Dealer,SHOW,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.,2021,TV-MA,32,tt13702252,6,659
3260,2777.0,Mubarakan,MOVIE,"Singleton Kartar Singh is left with the responsibility of raising his two orphaned nephews. He asks his brother in Punjab to raise Charan and his sister in London to raise Karan. When the twins cross continents, they leave behind a trail of confusion.",2017,PG-13,156,tt6272828,5,3906
3261,4914.0,Invisible City,SHOW,An environmental police officer uncovers a hidden world of mythological entities from Brazilian folklore when he finds a connection between the mysterious appearance of a dead river dolphin on a Rio de Janeiro beach and the death of his beloved wife.,2021,TV-MA,36,tt8878862,7,18
3263,2244.0,Standup and Away! with Brian Regan,Sin_informacion,Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,2018,TV-PG,25,tt9384194,5,390
3264,1755.0,The Nightingale,MOVIE,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.",2018,R,136,tt4068576,7,28196
3265,1705.0,Snervous Tyler Oakley,MOVIE,"After eight years of sharing snippets of his life online, see the intimate truth of Tyler Oakley's relationship with family, followers and fame on his sold out international tour.",2015,PG-13,82,tt5073746,5,473
3267,4007.0,Archibald's Next Big Thing,SHOW,The adventures of a care-free Chicken named Archibald.,2015,TV-Y7,24,tt9165404,7,284
3268,17.0,Hitler: A Career,Sin_informacion,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,PG,150,tt0191182,7,2416
3269,3195.0,Green Eggs and Ham,SHOW,"Guy-Am-I, an inventor, and his friend Sam-I-Am go on a cross-country trip that would test the limits of their friendship. As they learn to try new things, they find out what adventure brings.",2019,TV-Y7,28,tt4651448,8,2556
3270,703.0,Unknown,MOVIE,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",2011,PG-13,113,Sin_informacion,6,259696
3272,1397.0,Haters Back Off,SHOW,"Delve into the oddball family life of Miranda Sings, an incredibly confident, totally untalented star on the rise, who continues to fail upward by the power of her belief that she was born famous, it's just no one knows it yet.",2016,TV-14,30,tt5467814,6,7183
3274,4866.0,Skater Girl,MOVIE,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",2021,PG,107,Sin_informacion,6,4180
3276,5098.0,Dive Club,SHOW,"Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.",2021,TV-PG,0,tt13275052,6,789
3279,704.0,TIGER & BUNNY,SHOW,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",2011,TV-14,26,tt2061527,7,998
3280,427.0,From Within,MOVIE,"When the citizens of a small evangelical town systematically begin committing suicide, a young girl struggling to reconcile her Christian upbringing with her desire to experience the outside world finds her faith put to the ultimate test.",2015,R,89,tt1063056,5,7585
3282,1314.0,Greenleaf,Sin_informacion,"The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, where scandalous secrets and lies are as numerous as the faithful. Born of the church, the Greenleaf family love and care for each other, but beneath the surface lies a den of iniquityâ€”greed, adultery, sibling rivalry and conflicting valuesâ€”that threatens to tear apart the very core of their faith that holds them together.",2016,TV-MA,42,tt4971144,7,5158
3283,4701.0,Juvenile Justice,SHOW,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,2022,TV-MA,61,tt15553922,8,23794
3284,1926.0,A Bad Moms Christmas,MOVIE,"Amy, Kiki and Carla â€“ three under-appreciated and over-burdened women â€“ rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasnâ€™t hard enough, they have to do all of that while hosting and entertaining their own mothers.",2017,R,104,tt6365402,5,49478
3285,515.0,Once Upon a Time in Mumbaai,MOVIE,"A tale of two gangsters from the eras of past and present, whose lives enter parallel paths as they struggle to survive within Bombay's criminal underworld.",2010,PG-13,132,Sin_informacion,7,17494
3288,2385.0,Animal World,MOVIE,"Drifting aimlessly through life, Kaisi (Li Yi Feng) has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing (Zhou Dongyu) to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson (Michael Douglas).  All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skinâ€¦",2018,R,125,tt9257932,6,4367
3290,3551.0,The Crowned Clown,SHOW,"The story takes place at a time in Joseon history, when upheaval and power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the king puts a clown, who looks exactly like him, on the throne.",2019,TV-14,75,tt9266592,8,880
3294,4654.0,Ali Wong: Don Wong,MOVIE,"Comedian, writer and actress Ali Wong returns to Netflix for her third original comedy special, Don Wong. Just in time for Valentine's Day, Ali reveals her wildest fantasies, the challenges of monogamy, and how she really feels about single people. Filmed at The Count Basie Theater in New Jersey.",2022,R,59,tt17542000,6,1828
3296,1146.0,Schitt's Creek,SHOW,Sin_informacion,2015,TV-14,22,tt3526078,8,112537
3298,3878.0,"Good Morning, VerÃ´nica",SHOW,"While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret â€” and a web of conspiracy hiding it.",2020,TV-MA,45,tt12987918,7,3552
3299,1554.0,Wazir,MOVIE,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",2016,PG-13,103,tt0315642,7,18681
3302,1383.0,John Mulaney: The Comeback Kid,MOVIE,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",2015,PG,62,tt5069564,7,8471
3305,3555.0,Crime Diaries: Night Out,SHOW,"After going to a Halloween party, college student Luis AndrÃ©s Colmenares is found dead. Was it an accident or murder? Inspired by true events.",2019,TV-MA,45,Sin_informacion,7,850
3308,1866.0,The Rain,SHOW,"After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety. A Scandinavian thriller series.",2018,TV-MA,43,tt6656238,7,23794
3310,735.0,La Reina del Sur,SHOW,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",2011,TV-MA,42,tt1704637,8,2445
3311,683.0,Silver Linings Playbook,MOVIE,Sin_informacion,2012,R,122,tt1045658,7,697481
3312,1832.0,Beirut,MOVIE,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",2018,R,109,tt4669264,6,21843
3315,3886.0,Bobbleheads: The Movie,MOVIE,"Get ready for a big shake-up when misfit bobbleheads take on trashy humans and a slobbery dog who crash their home with plans to swap a new baseball player bobblehead for a valuable one of them. With some guidance from Bobblehead Cher, they find the courage to bobble-up for an outrageous battle of wits and wobble.",2020,PG,82,tt13292206,2,349
3319,2632.6921658986175,My Dear Warrior,SHOW,"Sky is beautiful single female astronomer at a planetarium and has received a gift: a thick wooden-covered book and magic pen from Vanda, her aunt who has been taking care of Sky since childhood and is a crazy writer who is suffering from amnesia.",2019,TV-14,42,tt11281912,4,19
3322,2049.0,Welcome to the Family,SHOW,"You don't choose family, family chooses you.",2018,TV-MA,48,tt7490342,6,442
3323,3399.0,Tiny Pretty Things,SHOW,Sin_informacion,2020,TV-MA,56,tt10767748,5,9115
3325,3330.0,Sin_informacion,MOVIE,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and itâ€™s up to Hubie to save Halloween.",2020,PG-13,103,tt10682266,5,47588
3326,2632.6921658986175,Worth,MOVIE,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",2021,PG-13,118,tt8009744,6,12745
3327,1875.0,Mirai,MOVIE,The movie follows a 4-year old boy who is struggling to cope with the arrival of a little sister in the family until things turn magical. A mysterious garden in the backyard of the boy's home becomes a gateway allowing the child to travel back in time and encounter his mother as a little girl and his great-grandfather as a young man. These fantasy-filled adventures allow the child to change his perspective and help him become the big brother he was meant to be.,2018,PG,79,tt6900448,7,14983
3328,333.0,Friday the 13th,Sin_informacion,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,2009,R,97,tt0758746,5,105938
3330,1379.0,Term Life,MOVIE,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",2016,R,93,tt2978102,5,7860
3331,2032.0,Andhadhun,MOVIE,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,2018,R,139,tt8303792,6,88359
3332,1811.0,Annabelle: Creation,MOVIE,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creationâ€”Annabelle.",2017,R,110,tt5140878,6,129883
3333,1771.0,The Bureau of Magical Things,SHOW,"When ordinary teenager Kyra touches a mysterious book, she is transformed into a Tri-ling-â€“part-human, part-fairy and part-elf. In addition to acquiring amazing magical powers, Kyra discovers a secret world of magic all around her.",2018,TV-G,23,tt7153034,6,1914
3337,1176.0,Blackhat,MOVIE,A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong.,2015,R,133,tt2717822,6,58192
3338,3383.0,Bigfoot Family,MOVIE,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",2020,G,97,Sin_informacion,5,2609
3340,2632.6921658986175,Swap Shop,SHOW,"When the ""Swap Shop"" radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.",2021,TV-14,30,tt15674202,6,325
3341,1932.0,Great News,SHOW,A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at the same TV station where her daughter works.,2015,TV-PG,21,tt4955480,7,6810
3344,2075.0,The Mire,Sin_informacion,"The town is shocked with a brutal double murder. The ""Courier"" hands the case to an experienced journalist - Witold Wanycz. At the same time, he learns about the mysterious suicide of two teenagers. Together with Piotr, a young journalist, they start their own investigation.",2018,TV-MA,51,tt8855592,7,4312
3353,1963.0,Innocent,Sin_informacion,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.",2017,TV-14,51,tt6478854,8,17727
3360,1860.0,The Book of Henry,MOVIE,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",2015,PG-13,105,tt4572792,6,27052
3362,2102.0,Ad Vitam,SHOW,"In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.",2018,TV-MA,52,tt8548830,6,1625
3363,387.0,Death at a Funeral,MOVIE,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancÃ©, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",2010,R,92,tt1321509,5,49599
3364,3497.0,My First First Love,SHOW,"Due to various personal reasons, a group of Yun Tae-oâ€™s friends move into his house, where they experience love, friendship, and everything in between.",2019,TV-PG,52,tt8995604,7,2163
3366,17.0,Hitler: A Career,MOVIE,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,PG,150,tt0191182,7,2416
3374,483.0,Rang De Basanti,MOVIE,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",2006,PG-13,157,tt0460895,8,118092
3375,4965.0,Love Is Blind: Brazil,SHOW,"The dating experiment comes to Brazil as local singles look for true love and get engaged, all without meeting the other person face to face.",2021,TV-MA,79,tt15018224,6,425
3376,531.0,Pecados capitales,SHOW,Evaristo Salinas is a successful businessman in his old age but knows he will die and decides to build a game between his family to see who is worthy of his inheritance. Each member of the Salinas family will be a cardinal sin.,2015,TV-MA,43,tt0355119,8,190
3377,1408.0,Bella and the Bulldogs,SHOW,"A head cheerleader's life takes an unexpected twist when her rifle-like throwing arm takes her from the sidelines to becoming her middle schoolâ€™s starting quarterback. Bella Dawson is a confident, caring and talented teenager, who suddenly finds herself fulfilling a lifelong dream but also having to navigate the world of her teammates Troy, Sawyer and Newt, without losing her two best friends, Pepper and Sophie from the cheer squad.",2015,TV-G,23,tt3596178,5,2114
3379,293.0,Hairspray,MOVIE,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show.",2007,PG,117,tt0427327,6,128190
3383,2853.0,Turkish Dance School,MOVIE,"Selim a young doctor in search of the 100th patient to finish his thesis comes across a beautiful young girl, Aysel who has tried to commit a suicide. As a possible cure, dance become their main focus and by coincidence they find themselves attending competitions under the guidance of SengÃ¼l Dance School. During the preparations of the competition, they get to know each other more and are faced with choosing between two options: love or success..",2017,PG-13,111,tt7533878,5,2113
3387,4782.0,Thomas & Friends: All Engines Go!,SHOW,"In a reboot of the classic TV series, a younger Thomas The Tank Engine goes on adventures with all of his friends, as they work on The Island Of Sodor.",2021,TV-Y,11,tt14556544,6,509
3394,3350.0,The Forty-Year-Old Version,MOVIE,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",2020,R,123,tt10642834,7,4940
3397,3059.0,Eurovision Song Contest: The Story of Fire Saga,Sin_informacion,Sin_informacion,2020,PG-13,123,tt8580274,6,91043
3398,1006.0,Sin_informacion,SHOW,"Thanks to Sharuru, a fairy from the Trump Kingdom, and the power of mysterious accessories called Cure Lovies, Mana transforms into Cure Heart! Mana, her close friend Rikka, her high-class childhood friend Alice, and the enigmatic, cool super idol singer Makoto all become legendary saviors. Together, they purify the Jikochu, who have forgotten about love!",2013,TV-G,23,tt4621212,6,23794
3400,942.0,Talking Tom and Friends,SHOW,"Armed with technological gear, great ideas and an unfailing sense of humour, Talking Tom and his friends are on a mission to reach stardom at all costs.",2014,TV-G,79,tt4648640,6,411
